date,station_name,PM10,PM25,NO_val,NO2,NOX,CO,SO2,NH3,Ozone,Benzene,PM10_AQI,PM25_AQI,NO2 _AQI,CO_AQI,SO2_AQI,NH3_AQI,Ozone_AQI,Worst_pollutant,pollutant_name,Avg_AQI,AQI_Category,AQI_Range,AQI_Range_Sort
9/1/2025,Gupteshwar,9.35,5.96,,14.91,,1.13,8.77,9.49,6.8,5.84,9.35,9.93,18.64,56.5,10.97,2.37,6.8,56.5,CO,16.37,Satisfactory,51 – 100,2
9/3/2025,Gupteshwar,25.38,17.86,,14.89,,0.93,8.8,25.81,19.01,6.29,25.38,29.77,18.61,46.5,11,6.45,19.01,46.5,CO,22.39,Good,0 – 50,1
9/4/2025,Gupteshwar,28.98,19.79,,16.2,12,0.9,6.6,26.63,20.95,7.33,28.98,32.98,20.25,45,8.25,6.66,20.95,45,CO,23.3,Good,0 – 50,1
9/5/2025,Gupteshwar,27.26,16.7,2.85,11.53,8.45,0.79,8.58,23.14,26.87,6.31,27.26,27.83,14.41,39.5,10.73,5.79,26.87,39.5,CO,21.77,Good,0 – 50,1
9/6/2025,Gupteshwar,39.32,21.22,3.66,14.31,10.58,0.87,8.42,19.38,26.55,4.97,39.32,35.37,17.89,43.5,10.53,4.85,26.55,43.5,CO,25.43,Good,0 – 50,1
9/7/2025,Gupteshwar,32.52,16.42,2.39,9.65,7.08,0.76,7.51,19.72,24.79,5.14,32.52,27.37,12.06,38,9.39,4.93,24.79,38,CO,21.29,Good,0 – 50,1
9/8/2025,Gupteshwar,31.45,16.51,4.12,13.29,10.46,1.28,10.05,22.14,28.87,5.07,31.45,27.52,16.61,64,12.56,5.54,28.87,64,CO,26.65,Satisfactory,51 – 100,2
9/9/2025,Gupteshwar,25.33,12.8,1.69,11.72,7.27,0.94,9.35,22.95,26.76,6.28,25.33,21.33,14.65,47,11.69,5.74,26.76,47,CO,21.79,Good,0 – 50,1
9/16/2025,Gupteshwar,35.06,24.91,2.65,14.49,9.79,0.96,7.04,23.19,23.88,5.81,35.06,41.52,18.11,48,8.8,5.8,23.88,48,CO,25.88,Good,0 – 50,1
9/17/2025,Gupteshwar,32.68,11.72,2.95,12.27,8.87,0.97,7.82,22.41,25.24,5.94,32.68,19.53,15.34,48.5,9.78,5.6,25.24,48.5,CO,22.38,Good,0 – 50,1
9/18/2025,Gupteshwar,36.58,13.66,2.43,16.16,10.54,1.05,8.89,22.36,24.79,7.22,36.58,22.77,20.2,52.5,11.11,5.59,24.79,52.5,CO,24.79,Satisfactory,51 – 100,2
9/19/2025,Gupteshwar,50.48,15.61,2.56,17.79,11.46,1.05,8.39,22.7,23.51,8.1,50.48,26.02,22.24,52.5,10.49,5.68,23.51,52.5,CO,27.27,Satisfactory,51 – 100,2
9/20/2025,Gupteshwar,40.29,12.92,2.57,14.5,9.84,0.94,10.92,16.02,31.43,5.25,40.29,21.53,18.13,47,13.65,4.01,31.43,47,CO,25.15,Good,0 – 50,1
9/26/2025,Gupteshwar,47.16,17.4,2.57,16.89,11.04,1.02,5.42,23.67,27.79,4.65,47.16,29,21.11,51,6.78,5.92,27.79,51,CO,26.97,Satisfactory,51 – 100,2
9/27/2025,Gupteshwar,30.53,12.72,2.53,12.73,8.83,0.85,4.82,19.73,27.9,1.61,30.53,21.2,15.91,42.5,6.03,4.93,27.9,42.5,CO,21.29,Good,0 – 50,1
9/28/2025,Gupteshwar,22.23,9.31,3.41,11.59,8.94,0.89,3.74,18.51,21.27,1.9,22.23,15.52,14.49,44.5,4.68,4.63,21.27,44.5,CO,18.19,Good,0 – 50,1
9/30/2025,Gupteshwar,36.26,13.2,4.24,12.54,10.12,1.21,3.6,14.35,17.34,1.08,36.26,22,15.68,60.5,4.5,3.59,17.34,60.5,CO,22.84,Satisfactory,51 – 100,2
10/1/2025,Gupteshwar,30.67,9.85,2.97,10.97,8.26,0.94,3.62,19.91,28.85,3.86,30.67,16.42,13.71,47,4.53,4.98,28.85,47,CO,20.88,Good,0 – 50,1
10/2/2025,Gupteshwar,28.13,10.58,2.37,11.99,8.3,0.85,3.69,16.16,37.64,7.87,28.13,17.63,14.99,42.5,4.61,4.04,37.64,42.5,CO,21.36,Good,0 – 50,1
10/3/2025,Gupteshwar,30.35,11.14,2.26,11.39,7.74,0.95,3.36,11.28,26.33,3.62,30.35,18.57,14.24,47.5,4.2,2.82,26.33,47.5,CO,20.57,Good,0 – 50,1
10/4/2025,Gupteshwar,33.05,9.66,5.44,12.79,11.21,1.36,3.8,14.84,25.76,2.9,33.05,16.1,15.99,68,4.75,3.71,25.76,68,CO,23.91,Satisfactory,51 – 100,2
10/5/2025,Gupteshwar,38.57,13.17,2.66,9.86,7.41,0.87,3.62,13.61,37.52,2.88,38.57,21.95,12.33,43.5,4.53,3.4,37.52,43.5,CO,23.11,Good,0 – 50,1
10/6/2025,Gupteshwar,46.09,12.79,4.48,14.25,11.22,1.07,6.69,10.57,32.11,2.07,46.09,21.32,17.81,53.5,8.36,2.64,32.11,53.5,CO,25.98,Satisfactory,51 – 100,2
12/9/2025,Gupteshwar,78.02,29.49,20.73,30.58,32.94,1.57,6.38,29.77,30.65,1.02,78.02,49.15,38.23,78.5,7.98,7.44,30.65,78.5,CO,41.42,Satisfactory,51 – 100,2
12/10/2025,Gupteshwar,81.3,26.07,16.65,47.05,38.57,1.79,6.75,32.48,43.66,1.22,81.3,43.45,58.81,89.5,8.44,8.12,43.66,89.5,CO,47.61,Satisfactory,51 – 100,2
12/11/2025,Gupteshwar,83.48,27.39,22.25,42.56,39.93,2.01,6.93,31.32,39.35,1.3,83.48,45.65,53.2,100.125,8.66,7.83,39.35,100.13,CO,48.33,Moderate,101 – 200,3
12/12/2025,Gupteshwar,87.47,33.44,21.05,34.98,35.29,1.82,6.09,31.32,21.5,0.88,87.47,55.73,43.73,91,7.61,7.83,21.5,91,CO,44.98,Satisfactory,51 – 100,2
12/17/2025,Gupteshwar,79.57,36.94,14.53,35.21,30.41,1.67,6.1,36.58,24.06,0.88,79.57,61.57,44.01,83.5,7.63,9.15,24.06,83.5,CO,44.21,Satisfactory,51 – 100,2
12/18/2025,Gupteshwar,61.78,25.34,12.83,28.72,25.71,1.35,6.17,31.18,25.39,0.91,61.78,42.23,35.9,67.5,7.71,7.8,25.39,67.5,CO,35.47,Satisfactory,51 – 100,2
12/20/2025,Gupteshwar,90.05,43.86,19.45,34.92,34.22,2.1,13.22,9.03,23.98,0.92,90.05,73.1,43.65,101.25,16.53,2.26,23.98,101.25,CO,50.12,Moderate,101 – 200,3
12/23/2025,Gupteshwar,91.16,42.9,14.1,31.92,28.44,1.85,12.93,8.94,15.5,1.07,91.16,71.5,39.9,92.5,16.16,2.24,15.5,92.5,CO,46.99,Satisfactory,51 – 100,2
12/24/2025,Gupteshwar,66.97,27.94,12.2,29.11,25.4,1.43,12.96,9.12,15.94,1.1,66.97,46.57,36.39,71.5,16.2,2.28,15.94,71.5,CO,36.55,Satisfactory,51 – 100,2
12/25/2025,Gupteshwar,74.48,32.14,13.19,30.91,27.05,1.58,12.63,9.08,17.73,1.09,74.48,53.57,38.64,79,15.79,2.27,17.73,79,CO,40.21,Satisfactory,51 – 100,2
12/26/2025,Gupteshwar,77.66,33.93,15.72,34.36,30.35,1.77,12.85,9.34,16.74,1.07,77.66,56.55,42.95,88.5,16.06,2.34,16.74,88.5,CO,42.97,Satisfactory,51 – 100,2
12/27/2025,Gupteshwar,83.11,37.86,16.54,32.57,30.48,1.71,12.24,9.21,20.29,0.88,83.11,63.1,40.71,85.5,15.3,2.3,20.29,85.5,CO,44.33,Satisfactory,51 – 100,2
12/28/2025,Gupteshwar,88.29,42.84,16.02,33.05,30.19,1.9,12.1,8.99,20.49,0.85,88.29,71.4,41.31,95,15.13,2.25,20.49,95,CO,47.7,Satisfactory,51 – 100,2
12/29/2025,Gupteshwar,90.95,43.67,16.69,35.49,32.01,2,12.12,8.63,17.37,0.91,90.95,72.78,44.36,100,15.15,2.16,17.37,100,CO,48.97,Satisfactory,51 – 100,2
12/30/2025,Gupteshwar,71.14,29.68,13.13,33.33,28.17,1.55,11.93,8.28,16.68,0.96,71.14,49.47,41.66,77.5,14.91,2.07,16.68,77.5,CO,39.06,Satisfactory,51 – 100,2
12/31/2025,Gupteshwar,69.64,28.9,12.78,35.13,28.75,1.56,13.11,8.03,21.41,0.97,69.64,48.17,43.91,78,16.39,2.01,21.41,78,CO,39.93,Satisfactory,51 – 100,2
1/12/2025,Gupteshwar,83.38,72.8,3.54,44.31,26.06,0.99,14.04,11.89,39.27,0.89,83.38,142.67,55.39,49.5,17.55,2.97,39.27,142.67,PM2.5,55.82,Moderate,101 – 200,3
1/13/2025,Gupteshwar,93.15,59.14,11.25,46.86,34.07,1.16,14.19,11.23,41.98,1.06,93.15,98.57,58.58,58,17.74,2.81,41.98,98.57,PM2.5,52.97,Satisfactory,51 – 100,2
1/14/2025,Gupteshwar,87.41,54.14,5.82,49.42,31.01,1.15,13.55,11.44,24.8,0.98,87.41,90.23,61.78,57.5,16.94,2.86,24.8,90.23,PM2.5,48.79,Satisfactory,51 – 100,2
1/18/2025,Gupteshwar,90.35,55.78,19.59,58.31,46.95,1.53,13.3,11.88,30.5,1.01,90.35,92.97,72.89,76.5,16.63,2.97,30.5,92.97,PM2.5,54.69,Satisfactory,51 – 100,2
4/1/2025,Gupteshwar,133,72.21,5.19,51.99,37.04,1.34,10.85,12.61,44.23,3.45,122,140.7,64.99,67,13.56,3.15,44.23,140.7,PM2.5,65.09,Moderate,101 – 200,3
4/2/2025,Gupteshwar,111.44,68,4.77,58.59,35.04,1.61,9.45,10.13,32.39,4.34,107.63,126.67,73.24,80.5,11.81,2.53,32.39,126.67,PM2.5,62.11,Moderate,101 – 200,3
4/3/2025,Gupteshwar,92.13,57.76,4.24,29.23,18.99,1.06,12.02,11.59,47.99,1.66,92.13,96.27,36.54,53,15.03,2.9,47.99,96.27,PM2.5,49.12,Satisfactory,51 – 100,2
4/4/2025,Gupteshwar,77.98,46.82,8.88,34.69,25.68,1.11,11.24,10.78,53.11,1.11,77.98,78.03,43.36,55.5,14.05,2.7,53.11,78.03,PM2.5,46.39,Satisfactory,51 – 100,2
5/14/2025,Gupteshwar,54.6,48.81,4.34,26.44,17.59,0.97,5.48,9.87,78.94,2.16,54.6,81.35,33.05,48.5,6.85,2.47,78.94,81.35,PM2.5,43.68,Satisfactory,51 – 100,2
5/16/2025,Gupteshwar,49.11,37.21,3.58,23.27,15.28,0.7,6.83,10.75,58.11,4.81,49.11,62.02,29.09,35,8.54,2.69,58.11,62.02,PM2.5,34.94,Satisfactory,51 – 100,2
5/24/2025,Gupteshwar,45.95,34.7,3.67,23.68,15.58,1.02,7.29,10.32,37.72,0.63,45.95,57.83,29.6,51,9.11,2.58,37.72,57.83,PM2.5,33.4,Satisfactory,51 – 100,2
5/25/2025,Gupteshwar,54.75,41.52,3.22,22.78,14.62,0.95,7.34,10.85,42.24,0.65,54.75,69.2,28.48,47.5,9.18,2.71,42.24,69.2,PM2.5,36.29,Satisfactory,51 – 100,2
5/26/2025,Gupteshwar,68.26,51.88,3.23,22.48,14.56,0.98,6.6,10.95,44.47,0.52,68.26,86.47,28.1,49,8.25,2.74,44.47,86.47,PM2.5,41.04,Satisfactory,51 – 100,2
5/27/2025,Gupteshwar,63.41,48.25,2.95,18.13,11.89,0.95,6.74,10.86,54,0.53,63.41,80.42,22.66,47.5,8.43,2.72,54,80.42,PM2.5,39.88,Satisfactory,51 – 100,2
5/29/2025,Gupteshwar,60.03,45.74,2.87,16.92,11.34,0.92,6.65,10.75,67.69,0.49,60.03,76.23,21.15,46,8.31,2.69,67.69,76.23,PM2.5,40.3,Satisfactory,51 – 100,2
5/30/2025,Gupteshwar,62.65,47.67,2.91,17.01,11.41,0.94,6.71,10.95,63.93,0.5,62.65,79.45,21.26,47,8.39,2.74,63.93,79.45,PM2.5,40.77,Satisfactory,51 – 100,2
5/31/2025,Gupteshwar,78.9,60.08,3.03,14.47,10.16,0.83,6.69,11.07,53.87,0.49,78.9,100.27,18.09,41.5,8.36,2.77,53.87,100.27,PM2.5,43.39,Moderate,101 – 200,3
6/1/2025,Gupteshwar,84.79,64.7,3.09,13.17,9.5,0.77,6.8,11.07,49.71,0.53,84.79,115.67,16.46,38.5,8.5,2.77,49.71,115.67,PM2.5,45.2,Moderate,101 – 200,3
6/2/2025,Gupteshwar,65.99,50.22,3.22,15.38,10.77,0.8,6.44,11,49.65,0.47,65.99,83.7,19.23,40,8.05,2.75,49.65,83.7,PM2.5,38.48,Satisfactory,51 – 100,2
6/3/2025,Gupteshwar,66.68,50.49,3.26,14.94,10.6,0.79,7.51,10.97,45.15,0.69,66.68,84.15,18.68,39.5,9.39,2.74,45.15,84.15,PM2.5,38.04,Satisfactory,51 – 100,2
6/4/2025,Gupteshwar,65.24,49.5,3.06,16.16,11.08,0.87,7.42,11.04,56.06,0.66,65.24,82.5,20.2,43.5,9.28,2.76,56.06,82.5,PM2.5,39.93,Satisfactory,51 – 100,2
6/5/2025,Gupteshwar,78.57,59.96,3.82,22.26,14.94,0.97,7.52,10.76,58,0.69,78.57,99.93,27.83,48.5,9.4,2.69,58,99.93,PM2.5,46.42,Satisfactory,51 – 100,2
6/6/2025,Gupteshwar,93.2,71.08,4.1,23.35,15.75,1.12,7.35,11.09,60.96,0.63,93.2,136.93,29.19,56,9.19,2.77,60.96,136.93,PM2.5,55.46,Moderate,101 – 200,3
6/7/2025,Gupteshwar,85.96,65.51,3.81,21.45,14.51,1.11,7.35,11.28,52.31,0.64,85.96,118.37,26.81,55.5,9.19,2.82,52.31,118.37,PM2.5,50.14,Moderate,101 – 200,3
6/8/2025,Gupteshwar,88.33,67.36,3.2,17.64,11.99,0.94,7.32,11.2,65.15,0.62,88.33,124.53,22.05,47,9.15,2.8,65.15,124.53,PM2.5,51.29,Moderate,101 – 200,3
6/9/2025,Gupteshwar,87.69,66.94,3.07,24.29,15.42,1.21,7.38,11.24,62.98,0.65,87.69,123.13,30.36,60.5,9.23,2.81,62.98,123.13,PM2.5,53.81,Moderate,101 – 200,3
6/10/2025,Gupteshwar,78.26,59.68,3.18,29.93,18.51,1.26,7.37,11.35,69.33,0.65,78.26,99.47,37.41,63,9.21,2.84,69.33,99.47,PM2.5,51.36,Satisfactory,51 – 100,2
6/16/2025,Gupteshwar,39.86,30.17,3.03,16.15,11.05,0.85,7.26,11.11,46.58,0.61,39.86,50.28,20.19,42.5,9.08,2.78,46.58,50.28,PM2.5,30.18,Satisfactory,51 – 100,2
6/17/2025,Gupteshwar,46.53,35.23,3.74,17.41,12.3,0.85,7.14,10.61,27.49,0.6,46.53,58.72,21.76,42.5,8.93,2.65,27.49,58.72,PM2.5,29.8,Satisfactory,51 – 100,2
6/18/2025,Gupteshwar,79.25,60.31,3.38,18.05,12.35,0.86,7.27,11.02,34.51,0.61,79.25,101.03,22.56,43,9.09,2.76,34.51,101.03,PM2.5,41.74,Moderate,101 – 200,3
6/19/2025,Gupteshwar,38.63,29.2,3.64,14.35,10.59,0.85,7.08,10.96,20.44,0.59,38.63,48.67,17.94,42.5,8.85,2.74,20.44,48.67,PM2.5,25.68,Good,0 – 50,1
6/20/2025,Gupteshwar,61.03,46.36,4.36,13.87,10.92,0.85,7.25,11.13,12.38,0.6,61.03,77.27,17.34,42.5,9.06,2.78,12.38,77.27,PM2.5,31.77,Satisfactory,51 – 100,2
6/21/2025,Gupteshwar,79.74,60.85,3.24,12.22,9.13,0.92,6.9,11.3,12.25,0.56,79.74,102.83,15.28,46,8.63,2.83,12.25,102.83,PM2.5,38.22,Moderate,101 – 200,3
6/22/2025,Gupteshwar,113.45,122.37,3.41,10,8.09,0.86,6.9,12.49,12.89,0.57,108.97,301.82,12.5,43,8.63,3.12,12.89,301.82,PM2.5,70.13,Very Poor,301 – 400,5
6/23/2025,Gupteshwar,54.72,39.7,3.96,12.59,9.92,0.79,7.25,11.85,15.28,0.62,54.72,66.17,15.74,39.5,9.06,2.96,15.28,66.17,PM2.5,29.06,Satisfactory,51 – 100,2
6/24/2025,Gupteshwar,46.35,101.42,3.94,15.98,11.7,0.85,7.45,12.05,18.74,0.67,46.35,238.07,19.98,42.5,9.31,3.01,18.74,238.07,PM2.5,53.99,Poor,201 – 300,4
6/25/2025,Gupteshwar,75.67,62.57,3.55,15.45,11.11,1.03,7.25,11.47,15.09,0.62,75.67,108.57,19.31,51.5,9.06,2.87,15.09,108.57,PM2.5,40.3,Moderate,101 – 200,3
6/26/2025,Gupteshwar,96.69,80.47,3.69,18.55,12.87,1.05,7.31,11.87,16.78,0.61,96.69,168.23,23.19,52.5,9.14,2.97,16.78,168.23,PM2.5,52.79,Moderate,101 – 200,3
6/27/2025,Gupteshwar,43.19,34.84,3.54,12.75,9.62,0.86,6.9,12.36,17.29,0.57,43.19,58.07,15.94,43,8.63,3.09,17.29,58.07,PM2.5,27.03,Satisfactory,51 – 100,2
7/19/2025,Gupteshwar,41.9,27.62,3.84,14.03,10.53,0.91,7.93,11.04,31.39,,41.9,46.03,17.54,45.5,9.91,2.76,31.39,46.03,PM2.5,27.86,Good,0 – 50,1
7/24/2025,Gupteshwar,24.29,133.98,3.11,10.46,8.1,0.93,8.05,10.8,23.63,,24.29,310.75,13.08,46.5,10.06,2.7,23.63,310.75,PM2.5,61.57,Very Poor,301 – 400,5
7/25/2025,Gupteshwar,28.3,25.33,3.36,11.11,8.65,0.83,7.97,11.16,23.27,3.38,28.3,42.22,13.89,41.5,9.96,2.79,23.27,42.22,PM2.5,23.13,Good,0 – 50,1
8/1/2025,Gupteshwar,114.09,179.34,3.63,10.64,8.6,0.81,9.27,10.45,20.24,5.83,109.39,345.65,13.3,40.5,11.59,2.61,20.24,345.65,PM2.5,77.61,Very Poor,301 – 400,5
8/24/2025,Gupteshwar,13.87,52.69,,14.128,,0.56,8.94,9.48,6.14,4.5,13.87,87.82,17.66,28,11.17,2.37,6.14,87.82,PM2.5,23.86,Satisfactory,51 – 100,2
8/25/2025,Gupteshwar,15.55,21.03,,14.13,,0.58,8.87,9.61,6.5,3.81,15.55,35.05,17.66,29,11.09,2.4,6.5,35.05,PM2.5,16.75,Good,0 – 50,1
8/27/2025,Gupteshwar,17,55.95,,15.26,,0.46,8.72,9.6,6.13,4.42,17,93.25,19.07,23,10.9,2.4,6.13,93.25,PM2.5,24.54,Satisfactory,51 – 100,2
8/28/2025,Gupteshwar,20.46,17.48,,15.28,,0.33,8.7,9.6,6.17,4.24,20.46,29.13,19.1,16.5,10.88,2.4,6.17,29.13,PM2.5,14.95,Good,0 – 50,1
8/29/2025,Gupteshwar,20.38,15.38,,14.71,,0.32,8.83,9.6,6.14,4.71,20.38,25.63,18.39,16,11.04,2.4,6.14,25.63,PM2.5,14.28,Good,0 – 50,1
8/30/2025,Gupteshwar,38.96,30.13,,14.7,,0.37,8.81,9.6,6.09,4.83,38.96,50.22,18.38,18.5,11.02,2.4,6.09,50.22,PM2.5,20.79,Satisfactory,51 – 100,2
9/2/2025,Gupteshwar,25.66,19.51,,14.94,,0.4,8.78,13.92,11.37,5.38,25.66,32.52,18.68,20,10.98,3.48,11.37,32.52,PM2.5,17.53,Good,0 – 50,1
9/10/2025,Gupteshwar,38.41,30.305,1.3,8,5.33,0.74,14.8,25.27,39,4.93,38.41,50.51,10,37,18.5,6.32,39,50.51,PM2.5,28.53,Satisfactory,51 – 100,2
9/11/2025,Gupteshwar,51.49,47.81,2.12,15.12,9.71,1.24,11.02,22.36,30.66,4.67,51.49,79.68,18.9,62,13.78,5.59,30.66,79.68,PM2.5,37.44,Satisfactory,51 – 100,2
9/12/2025,Gupteshwar,44.25,38.6,2.57,11.49,8.13,0.84,9.65,23.55,28.96,5.03,44.25,64.33,14.36,42,12.06,5.89,28.96,64.33,PM2.5,30.27,Satisfactory,51 – 100,2
9/13/2025,Gupteshwar,66.21,56.46,2.5,14.73,9.76,1,9.78,24.18,27.41,5.3,66.21,94.1,18.41,50,12.23,6.05,27.41,94.1,PM2.5,39.2,Satisfactory,51 – 100,2
9/14/2025,Gupteshwar,60.09,67.03,2.47,18.82,12.03,1.4,9.41,23.99,20.16,5.42,60.09,123.43,23.53,70,11.76,6,20.16,123.43,PM2.5,45,Moderate,101 – 200,3
9/15/2025,Gupteshwar,48.1,98.88,2.53,14.95,10.02,1,9.39,25.33,22.64,5.72,48.1,229.6,18.69,50,11.74,6.33,22.64,229.6,PM2.5,55.3,Poor,201 – 300,4
10/20/2025,Gupteshwar,140.91,85.37,9.14,21.44,18.19,0.82,10.77,8.97,52.7,1.06,127.27,184.57,26.8,41,13.46,2.24,52.7,184.57,PM2.5,64.01,Moderate,101 – 200,3
10/21/2025,Gupteshwar,237.7,196.36,14.05,31.44,27.7,0.9,11.42,11.42,32.37,1.83,191.8,358.74,39.3,45,14.28,2.86,32.37,358.74,PM2.5,97.76,Very Poor,301 – 400,5
10/22/2025,Gupteshwar,148.18,107.75,12.58,21.13,20.63,0.84,10.52,11.79,36.64,2.51,132.12,259.17,26.41,42,13.15,2.95,36.64,259.17,PM2.5,73.21,Poor,201 – 300,4
10/23/2025,Gupteshwar,94.1,66.74,8.76,22.9,17.73,0.83,10.29,9.17,48.77,1.8,94.1,122.47,28.63,41.5,12.86,2.29,48.77,122.47,PM2.5,50.09,Moderate,101 – 200,3
10/24/2025,Gupteshwar,113.49,72.87,9.81,40.35,27.19,0.91,11.27,9.23,51.65,2.82,108.99,142.9,50.44,45.5,14.09,2.31,51.65,142.9,PM2.5,59.41,Moderate,101 – 200,3
10/25/2025,Gupteshwar,124.72,78.14,17.66,55.52,39.71,1.17,10.42,7.81,31.86,2.43,116.48,160.47,69.4,58.5,13.03,1.95,31.86,160.47,PM2.5,64.53,Moderate,101 – 200,3
10/27/2025,Gupteshwar,60.52,44.48,6.93,22.98,17.19,0.97,11.59,10.47,25.03,1.37,60.52,74.13,28.73,48.5,14.49,2.62,25.03,74.13,PM2.5,36.29,Satisfactory,51 – 100,2
10/28/2025,Gupteshwar,76.08,69.11,3.19,16.06,11.13,0.76,10.67,6.57,29.93,1.64,76.08,130.37,20.08,38,13.34,1.64,29.93,130.37,PM2.5,44.2,Moderate,101 – 200,3
10/29/2025,Gupteshwar,62.66,44.29,2.37,15.29,9.85,0.69,8.42,10.38,36.34,1.24,62.66,73.82,19.11,34.5,10.53,2.6,36.34,73.82,PM2.5,34.22,Satisfactory,51 – 100,2
11/1/2025,Gupteshwar,73.94,59.9,11.35,11.51,13.06,0.99,4.22,35.6,41.34,2.39,73.94,99.83,14.39,49.5,5.28,8.9,41.34,99.83,PM2.5,41.88,Satisfactory,51 – 100,2
11/17/2025,Gupteshwar,157.39,74.16,11.23,41.07,30.75,1.85,5.89,47.23,35.19,0.78,138.26,147.2,51.34,92.5,7.36,11.81,35.19,147.2,PM2.5,69.09,Moderate,101 – 200,3
11/19/2025,Gupteshwar,191.35,103.37,9.91,46.21,32.37,2.07,6.09,56.51,39.19,0.87,160.9,244.57,57.76,100.875,7.61,14.13,39.19,244.57,PM2.5,89.29,Poor,201 – 300,4
11/20/2025,Gupteshwar,196.98,96.43,11.34,50.33,35.8,2.22,6.27,59.61,36.62,0.97,164.65,221.43,62.91,102.75,7.84,14.9,36.62,221.43,PM2.5,87.3,Poor,201 – 300,4
11/21/2025,Gupteshwar,153.12,75.67,3.88,25.61,16.77,1.44,6.2,55.35,49.16,0.93,135.41,152.23,32.01,72,7.75,13.84,49.16,152.23,PM2.5,66.06,Moderate,101 – 200,3
11/22/2025,Gupteshwar,155.19,74.37,23.65,55.54,48.77,2.53,6.28,47.92,49.35,0.97,136.79,147.9,69.43,106.625,7.85,11.98,49.35,147.9,PM2.5,75.7,Moderate,101 – 200,3
11/23/2025,Gupteshwar,130.67,66.42,6.21,36.95,24.45,1.72,6.48,45.95,37.01,1.08,120.45,121.4,46.19,86,8.1,11.49,37.01,121.4,PM2.5,61.52,Moderate,101 – 200,3
11/29/2025,Gupteshwar,151.33,75.43,10.16,39.34,29.1,1.84,6.33,46.29,36.61,0.99,134.22,151.43,49.18,92,7.91,11.57,36.61,151.43,PM2.5,68.99,Moderate,101 – 200,3
12/15/2025,Gupteshwar,158.14,79.92,16.91,40.17,34.83,2.18,6.06,57.03,19.49,0.86,138.76,166.4,50.21,102.25,7.58,14.26,19.49,166.4,PM2.5,71.28,Moderate,101 – 200,3
1/12/2025,Govindh Bhavan Colony,111.49,63.46,10.45,19.53,18.88,1.07,9.53,22.79,56.14,2.2,107.66,111.53,24.41,53.5,11.91,5.7,56.14,111.53,PM2.5,52.98,Moderate,101 – 200,3
1/13/2025,Govindh Bhavan Colony,116.19,66.75,10.32,15.81,16.8,0.81,9.43,22.57,24.87,1.71,110.79,122.5,19.76,40.5,11.79,5.64,24.87,122.5,PM2.5,47.98,Moderate,101 – 200,3
1/17/2025,Govindh Bhavan Colony,132.54,75.64,11.17,18.15,18.74,0.92,10.32,23.98,25.16,1.83,121.69,152.13,22.69,46,12.9,6,25.16,152.13,PM2.5,55.22,Moderate,101 – 200,3
10/15/2025,Govindh Bhavan Colony,102.81,60.94,4.94,12.84,10.79,0.96,12.18,5.26,29.68,0.26,101.87,103.13,16.05,48,15.23,1.32,29.68,103.13,PM2.5,45.04,Moderate,101 – 200,3
10/20/2025,Govindh Bhavan Colony,94.09,57.7,7.34,15.64,14.28,0.7,11.38,4.87,13.35,0.34,94.09,96.17,19.55,35,14.23,1.22,13.35,96.17,PM2.5,39.09,Satisfactory,51 – 100,2
10/21/2025,Govindh Bhavan Colony,72.13,45.47,6.53,13.21,12.33,0.72,8.45,3.42,10.71,0.38,72.13,75.78,16.51,36,10.56,0.86,10.71,75.78,PM2.5,31.79,Satisfactory,51 – 100,2
10/22/2025,Govindh Bhavan Colony,54.9,35.01,6.98,13.28,12.74,0.69,9.76,4.06,8.22,0.34,54.9,58.35,16.6,34.5,12.2,1.02,8.22,58.35,PM2.5,26.54,Satisfactory,51 – 100,2
10/24/2025,Govindh Bhavan Colony,93.41,58.23,6.24,12.9,11.74,0.78,9.76,4.07,9.66,0.34,93.41,97.05,16.13,39,12.2,1.02,9.66,97.05,PM2.5,38.35,Satisfactory,51 – 100,2
10/25/2025,Govindh Bhavan Colony,98.32,62.64,6.71,12.98,12.35,0.84,8.92,3.66,8.17,0.44,98.32,108.8,16.23,42,11.15,0.92,8.17,108.8,PM2.5,40.8,Moderate,101 – 200,3
10/26/2025,Govindh Bhavan Colony,35.96,21.7,9.24,13.29,14.58,0.7,8.89,3.63,5.16,0.34,35.96,36.17,16.61,35,11.11,0.91,5.16,36.17,PM2.5,20.13,Good,0 – 50,1
10/28/2025,Govindh Bhavan Colony,54.37,32.83,8.57,13.6,14.09,0.86,7.39,2.97,9.02,0.39,54.37,54.72,17,43,9.24,0.74,9.02,54.72,PM2.5,26.87,Satisfactory,51 – 100,2
10/29/2025,Govindh Bhavan Colony,37.88,22.76,6.9,14.43,13.28,0.72,8.84,3.61,12.6,0.32,37.88,37.93,18.04,36,11.05,0.9,12.6,37.93,PM2.5,22.06,Good,0 – 50,1
11/10/2025,Govindh Bhavan Colony,108.52,62.66,8.35,17.99,16.18,0.9,13.7,6.37,30.48,0.48,105.68,108.87,22.49,45,17.13,1.59,30.48,108.87,PM2.5,47.32,Moderate,101 – 200,3
11/11/2025,Govindh Bhavan Colony,113.56,67.43,7.99,18.13,15.98,0.89,12.8,6.43,31.98,0.54,109.04,124.77,22.66,44.5,16,1.61,31.98,124.77,PM2.5,50.08,Moderate,101 – 200,3
11/12/2025,Govindh Bhavan Colony,116.67,69.22,8.24,18.31,16.2,0.94,12.62,6.4,32.41,0.59,111.11,130.73,22.89,47,15.78,1.6,32.41,130.73,PM2.5,51.65,Moderate,101 – 200,3
