date,station_name,PM10,PM25,NO_val,NO2,NOX,CO,SO2,NH3,Ozone,Benzene,PM10_AQI,PM25_AQI,NO2 _AQI,CO_AQI,SO2_AQI,NH3_AQI,Ozone_AQI,Worst_pollutant,pollutant_name,Avg_AQI,AQI_Category,AQI_Range,AQI_Range_Sort
1/3/2025,Marhatal,146.58,67.48,18.73,102.4,68.71,3.56,16.98,30.66,27.95,NA,131.05,124.93,122.4,119.5,21.23,7.67,27.95,131.05,PM10,79.25,Moderate,101 – 200,3
1/9/2025,Marhatal,103,50.13,13.18,81.19,53.73,1.63,15.27,18.33,29.11,NA,102,83.55,101.19,81.5,19.09,4.58,29.11,102,PM10,60.15,Moderate,101 – 200,3
1/10/2025,Marhatal,120.99,56.91,11.8,86.33,55.51,1.67,10.53,19.83,35.47,NA,113.99,94.85,106.33,83.5,13.16,4.96,35.47,113.99,PM10,64.61,Moderate,101 – 200,3
1/15/2025,Marhatal,119.86,62.46,4.55,30.29,19.81,0.67,15.26,20.1,31.91,NA,113.24,108.2,37.86,33.5,19.08,5.03,31.91,113.24,PM10,49.83,Moderate,101 – 200,3
1/19/2025,Marhatal,112.19,48.5,23.48,33.97,37.16,2.04,7.1,18.7,46.18,NA,108.13,80.83,42.46,100.5,8.88,4.68,46.18,108.13,PM10,55.95,Moderate,101 – 200,3
1/20/2025,Marhatal,121.18,50.56,38.15,36.57,50.46,2.85,7.25,19.28,53.92,NA,114.12,84.27,45.71,110.63,9.06,4.82,53.92,114.12,PM10,60.36,Moderate,101 – 200,3
1/21/2025,Marhatal,119.16,57.52,17.23,35.7,33,1.93,6.61,20.87,57.55,NA,112.77,95.87,44.63,96.5,8.26,5.22,57.55,112.77,PM10,60.11,Moderate,101 – 200,3
1/22/2025,Marhatal,122.68,55.46,21.72,40.93,39.43,2.21,6.56,20.31,44.96,NA,115.12,92.43,51.16,102.63,8.2,5.08,44.96,115.12,PM10,59.94,Moderate,101 – 200,3
1/23/2025,Marhatal,106.8,47.01,9.4,38.62,28.18,1.66,4.94,21.51,41.07,NA,104.53,78.35,48.28,83,6.18,5.38,41.07,104.53,PM10,52.4,Moderate,101 – 200,3
1/24/2025,Marhatal,98.53,47.74,3.23,23.86,15.32,0.93,4.08,20.3,62.62,NA,98.53,79.57,29.83,46.5,5.1,5.08,62.62,98.53,PM10,46.75,Satisfactory,51 – 100,2
1/25/2025,Marhatal,91.69,37.96,10.81,27.52,23.43,1.54,4.12,17.62,46.63,NA,91.69,63.27,34.4,77,5.15,4.41,46.63,91.69,PM10,46.08,Satisfactory,51 – 100,2
1/26/2025,Marhatal,93.46,35.51,8.88,30.44,23.42,1.68,4.79,16.64,35.9,NA,93.46,59.18,38.05,84,5.99,4.16,35.9,93.46,PM10,45.82,Satisfactory,51 – 100,2
1/28/2025,Marhatal,99.07,38.31,13.09,32.72,28.05,1.51,7.14,16.26,30.86,NA,99.07,63.85,40.9,75.5,8.93,4.07,30.86,99.07,PM10,46.17,Satisfactory,51 – 100,2
1/29/2025,Marhatal,111.11,42.83,15.05,35.27,31.01,1.49,7.15,18.32,31.27,NA,107.41,71.38,44.09,74.5,8.94,4.58,31.27,107.41,PM10,48.88,Moderate,101 – 200,3
1/30/2025,Marhatal,111.78,47.08,13.49,39.59,32.03,1.06,7.7,19.52,36.91,NA,107.85,78.47,49.49,53,9.63,4.88,36.91,107.85,PM10,48.6,Moderate,101 – 200,3
1/31/2025,Marhatal,116.09,39.85,33.04,35.59,45.79,2.26,8.22,18.69,35.71,NA,110.73,66.42,44.49,103.25,10.28,4.67,35.71,110.73,PM10,53.65,Moderate,101 – 200,3
2/1/2025,Marhatal,116.46,38.98,32.99,36.43,46.19,2.41,8.49,19.04,35.65,NA,110.97,64.97,45.54,105.13,10.61,4.76,35.65,110.97,PM10,53.95,Moderate,101 – 200,3
2/2/2025,Marhatal,109.27,42.71,15.43,34.46,30.87,1.45,10.17,19.5,33.7,NA,106.18,71.18,43.08,72.5,12.71,4.88,33.7,106.18,PM10,49.18,Moderate,101 – 200,3
2/3/2025,Marhatal,104.9,40.51,4.81,30.56,20.17,0.87,13.27,19.98,48.33,NA,103.27,67.52,38.2,43.5,16.59,5,48.33,103.27,PM10,46.06,Moderate,101 – 200,3
2/4/2025,Marhatal,113.29,41.18,11.31,36.99,28.86,1.44,13.04,21.51,37.84,NA,108.86,68.63,46.24,72,16.3,5.38,37.84,108.86,PM10,50.75,Moderate,101 – 200,3
2/5/2025,Marhatal,98.75,39.53,4.66,27.76,18.56,0.49,17.64,22.18,42.41,NA,98.75,65.88,34.7,24.5,22.05,5.55,42.41,98.75,PM10,41.98,Satisfactory,51 – 100,2
2/6/2025,Marhatal,92.45,35.57,4.55,20.14,14.41,1.83,15.33,17.03,61.08,NA,92.45,59.28,25.18,91.5,19.16,4.26,61.08,92.45,PM10,50.42,Satisfactory,51 – 100,2
2/11/2025,Marhatal,129.99,49.1,20.61,48.44,42.52,2,14.93,14.38,35.24,NA,119.99,81.83,60.55,100,18.66,3.6,35.24,119.99,PM10,59.98,Moderate,101 – 200,3
2/12/2025,Marhatal,83.45,25.55,8.09,41.93,28.87,0.93,9.12,13.05,34.66,NA,83.45,42.58,52.41,46.5,11.4,3.26,34.66,83.45,PM10,39.18,Satisfactory,51 – 100,2
2/13/2025,Marhatal,76.14,16.82,4.72,36.26,23.12,0.67,7.74,11.29,60.71,NA,76.14,28.03,45.33,33.5,9.68,2.82,60.71,76.14,PM10,36.6,Satisfactory,51 – 100,2
2/14/2025,Marhatal,94.05,28.14,13.36,39.65,31.82,1.31,8,10.81,35.97,NA,94.05,46.9,49.56,65.5,10,2.7,35.97,94.05,PM10,43.53,Satisfactory,51 – 100,2
2/15/2025,Marhatal,87.03,26.03,15.1,40.34,33.74,1.59,10.76,11.36,41.62,NA,87.03,43.38,50.43,79.5,13.45,2.84,41.62,87.03,PM10,45.46,Satisfactory,51 – 100,2
2/16/2025,Marhatal,73.39,21.56,3.71,34.79,21.52,0.87,9.49,12.41,45.91,NA,73.39,35.93,43.49,43.5,11.86,3.1,45.91,73.39,PM10,36.74,Satisfactory,51 – 100,2
2/17/2025,Marhatal,105.05,32.43,6.15,43.75,28.28,1.18,7.95,13.19,41.19,NA,103.37,54.05,54.69,59,9.94,3.3,41.19,103.37,PM10,46.5,Moderate,101 – 200,3
2/18/2025,Marhatal,103.75,32.28,4.65,42.03,26.15,1.07,8.01,13.68,49.21,NA,102.5,53.8,52.54,53.5,10.01,3.42,49.21,102.5,PM10,46.43,Moderate,101 – 200,3
2/19/2025,Marhatal,91.1,28.77,2.45,36.8,21.57,0.82,8.68,13.9,60.6,NA,91.1,47.95,46,41,10.85,3.48,60.6,91.1,PM10,43,Satisfactory,51 – 100,2
2/20/2025,Marhatal,108.77,36.17,13,43.19,33.55,1.5,10.51,13.8,55.54,NA,105.85,60.28,53.99,75,13.14,3.45,55.54,105.85,PM10,52.46,Moderate,101 – 200,3
2/21/2025,Marhatal,92.18,26.98,8.16,41.68,28.8,1.14,7.46,13.04,33.35,NA,92.18,44.97,52.1,57,9.33,3.26,33.35,92.18,PM10,41.74,Satisfactory,51 – 100,2
2/22/2025,Marhatal,88.42,23.83,3.68,34.96,21.55,1.04,9.97,12.29,50.01,NA,88.42,39.72,43.7,52,12.46,3.07,50.01,88.42,PM10,41.34,Satisfactory,51 – 100,2
2/23/2025,Marhatal,83.17,24.98,6.58,38.23,25.69,1.08,14.13,10.95,43.22,NA,83.17,41.63,47.79,54,17.66,2.74,43.22,83.17,PM10,41.46,Satisfactory,51 – 100,2
2/24/2025,Marhatal,74.34,20.03,2.35,29.59,17.64,0.83,15.43,11.39,55.61,NA,74.34,33.38,36.99,41.5,19.29,2.85,55.61,74.34,PM10,37.71,Satisfactory,51 – 100,2
2/25/2025,Marhatal,123.8,35.92,12.84,58.08,41.32,1.49,7.84,10.84,43.6,NA,115.87,59.87,72.6,74.5,9.8,2.71,43.6,115.87,PM10,54.13,Moderate,101 – 200,3
2/26/2025,Marhatal,87.42,26,4.89,38.96,24.7,1.38,8.5,11.74,51.08,NA,87.42,43.33,48.7,69,10.63,2.94,51.08,87.42,PM10,44.73,Satisfactory,51 – 100,2
2/27/2025,Marhatal,70.36,19.46,4.78,35.37,22.7,1.25,9.13,13.15,37.83,NA,70.36,32.43,44.21,62.5,11.41,3.29,37.83,70.36,PM10,37.43,Satisfactory,51 – 100,2
2/28/2025,Marhatal,66.04,15.52,2.73,33.03,19.75,0.96,12.19,13.05,52.3,NA,66.04,25.87,41.29,48,15.24,3.26,52.3,66.04,PM10,36,Satisfactory,51 – 100,2
3/1/2025,Marhatal,95.79,30.39,5.74,36.23,23.93,1.12,17.75,13.69,72.73,NA,95.79,50.65,45.29,56,22.19,3.42,72.73,95.79,PM10,49.44,Satisfactory,51 – 100,2
3/2/2025,Marhatal,88.23,25.6,3.77,37.3,22.91,0.85,15.78,13.36,47.51,NA,88.23,42.67,46.63,42.5,19.73,3.34,47.51,88.23,PM10,41.51,Satisfactory,51 – 100,2
3/3/2025,Marhatal,89.26,28.31,3.81,32.14,20.19,1.17,11.83,13.86,62.43,NA,89.26,47.18,40.18,58.5,14.79,3.47,62.43,89.26,PM10,45.11,Satisfactory,51 – 100,2
3/4/2025,Marhatal,98.6,21.27,4.93,30.51,20.24,0.8,9.5,11.75,53.58,NA,98.6,35.45,38.14,40,11.88,2.94,53.58,98.6,PM10,40.08,Satisfactory,51 – 100,2
3/5/2025,Marhatal,83.21,9.89,7.74,26.21,20.23,0.85,6.56,8.08,57.51,NA,83.21,16.48,32.76,42.5,8.2,2.02,57.51,83.21,PM10,34.67,Satisfactory,51 – 100,2
3/6/2025,Marhatal,72.91,14.49,8.1,26.01,20.42,0.96,4.34,7.65,51.2,NA,72.91,24.15,32.51,48,5.43,1.91,51.2,72.91,PM10,33.73,Satisfactory,51 – 100,2
3/7/2025,Marhatal,76.65,15.14,8.34,38.39,27.21,0.97,11.05,9.42,63.19,NA,76.65,25.23,47.99,48.5,13.81,2.36,63.19,76.65,PM10,39.68,Satisfactory,51 – 100,2
3/8/2025,Marhatal,95.45,25.58,9.31,32.75,24.99,1.14,13.43,10.27,53.04,NA,95.45,42.63,40.94,57,16.79,2.57,53.04,95.45,PM10,44.06,Satisfactory,51 – 100,2
3/9/2025,Marhatal,68.8,19.92,2.4,24.59,15.03,0.65,12.48,9.86,63.5,NA,68.8,33.2,30.74,32.5,15.6,2.47,63.5,68.8,PM10,35.26,Satisfactory,51 – 100,2
3/10/2025,Marhatal,103.94,25.91,5.83,35.78,23.77,0.94,11.05,10.3,52.85,NA,102.63,43.18,44.73,47,13.81,2.58,52.85,102.63,PM10,43.82,Moderate,101 – 200,3
3/11/2025,Marhatal,90.54,23.47,7.41,33.37,23.78,0.85,10.29,11.17,63.79,NA,90.54,39.12,41.71,42.5,12.86,2.79,63.79,90.54,PM10,41.9,Satisfactory,51 – 100,2
3/12/2025,Marhatal,91.89,24.26,8.58,34.94,25.56,1.26,9.77,11.35,59.64,NA,91.89,40.43,43.68,63,12.21,2.84,59.64,91.89,PM10,44.81,Satisfactory,51 – 100,2
3/13/2025,Marhatal,109.79,32.59,10.34,39.24,29.28,0.93,10.96,10.88,51.99,NA,106.53,54.32,49.05,46.5,13.7,2.72,51.99,106.53,PM10,46.4,Moderate,101 – 200,3
3/14/2025,Marhatal,118.39,49.46,6.76,33.54,23.33,1.09,11.4,11.12,51.93,NA,112.26,82.43,41.93,54.5,14.25,2.78,51.93,112.26,PM10,51.44,Moderate,101 – 200,3
3/15/2025,Marhatal,75.77,23.7,7.89,28.07,21.35,0.77,10.99,11.1,59.38,NA,75.77,39.5,35.09,38.5,13.74,2.78,59.38,75.77,PM10,37.82,Satisfactory,51 – 100,2
3/16/2025,Marhatal,72.78,20.29,3.87,25.96,16.96,0.61,7.67,11.29,66,NA,72.78,33.82,32.45,30.5,9.59,2.82,66,72.78,PM10,35.42,Satisfactory,51 – 100,2
3/17/2025,Marhatal,83.25,20.57,4.84,29.09,19.41,0.83,8.42,12.12,70.85,NA,83.25,34.28,36.36,41.5,10.53,3.03,70.85,83.25,PM10,39.97,Satisfactory,51 – 100,2
3/20/2025,Marhatal,70.56,31.32,3.87,25.67,16.81,0.64,10.75,12.82,66.22,NA,70.56,52.2,32.09,32,13.44,3.21,66.22,70.56,PM10,38.53,Satisfactory,51 – 100,2
3/21/2025,Marhatal,78.19,36.66,3.98,26.92,17.55,0.62,8.36,12.66,41.42,NA,78.19,61.1,33.65,31,10.45,3.17,41.42,78.19,PM10,37,Satisfactory,51 – 100,2
3/22/2025,Marhatal,87.79,36.13,4.39,34.35,21.84,0.98,10.16,11.43,41.28,NA,87.79,60.22,42.94,49,12.7,2.86,41.28,87.79,PM10,42.4,Satisfactory,51 – 100,2
3/23/2025,Marhatal,81.64,27.02,3.77,25.79,16.78,0.78,9.6,10.39,43.64,NA,81.64,45.03,32.24,39,12,2.6,43.64,81.64,PM10,36.59,Satisfactory,51 – 100,2
3/24/2025,Marhatal,107.42,32.93,15.53,33.17,30.27,1.7,12.74,9.65,56.58,NA,104.95,54.88,41.46,85,15.93,2.41,56.58,104.95,PM10,51.6,Moderate,101 – 200,3
3/25/2025,Marhatal,108.91,34.23,13.81,34.19,29.41,0.8,15.82,9.19,46.67,NA,105.94,57.05,42.74,40,19.78,2.3,46.67,105.94,PM10,44.92,Moderate,101 – 200,3
3/26/2025,Marhatal,102.34,36.27,13.38,38.26,31.24,1.82,16.1,9.57,45.31,NA,101.56,60.45,47.83,91,20.13,2.39,45.31,101.56,PM10,52.67,Moderate,101 – 200,3
3/27/2025,Marhatal,141.48,50.14,17.57,40.65,35.91,1.34,10.7,9.8,45.12,NA,127.65,83.57,50.81,67,13.38,2.45,45.12,127.65,PM10,55.71,Moderate,101 – 200,3
3/28/2025,Marhatal,149.73,50.58,6.58,34.51,23.7,0.67,6.39,10.82,44.39,NA,133.15,84.3,43.14,33.5,7.99,2.71,44.39,133.15,PM10,49.88,Moderate,101 – 200,3
3/29/2025,Marhatal,147.08,36.25,4.93,32.41,21.25,0.69,4.52,9.5,47.92,NA,131.39,60.42,40.51,34.5,5.65,2.38,47.92,131.39,PM10,46.11,Moderate,101 – 200,3
3/30/2025,Marhatal,134.22,47.19,7.13,35.46,24.66,0.99,5.92,8.91,45.39,NA,122.81,78.65,44.33,49.5,7.4,2.23,45.39,122.81,PM10,50.04,Moderate,101 – 200,3
3/31/2025,Marhatal,139.83,51.87,7.32,35.48,24.83,0.78,4.22,9.8,47.42,NA,126.55,86.45,44.35,39,5.28,2.45,47.42,126.55,PM10,50.21,Moderate,101 – 200,3
4/1/2025,Marhatal,157.76,67.27,6.31,38.81,25.77,0.98,8.3,10.53,44.15,NA,138.51,124.23,48.51,49,10.38,2.63,44.15,138.51,PM10,59.63,Moderate,101 – 200,3
4/2/2025,Marhatal,152.55,68.92,4.48,38.53,24.14,0.85,8.41,12.24,35.09,NA,135.03,129.73,48.16,42.5,10.51,3.06,35.09,135.03,PM10,57.73,Moderate,101 – 200,3
4/3/2025,Marhatal,105.66,53.02,5.41,28.96,19.81,0.74,8.25,12.98,45.68,NA,103.77,88.37,36.2,37,10.31,3.25,45.68,103.77,PM10,46.37,Moderate,101 – 200,3
4/4/2025,Marhatal,118.41,40.98,11.06,36.01,28.15,1.09,8.36,13.42,43.66,NA,112.27,68.3,45.01,54.5,10.45,3.36,43.66,112.27,PM10,48.22,Moderate,101 – 200,3
4/5/2025,Marhatal,149.11,48.34,24.81,37.1,39.91,0.99,9.72,11.04,39.54,NA,132.74,80.57,46.38,49.5,12.15,2.76,39.54,132.74,PM10,51.95,Moderate,101 – 200,3
4/6/2025,Marhatal,159.4,50.6,19.66,38.75,36.59,1.64,9.56,10.65,33.72,NA,139.6,84.33,48.44,82,11.95,2.66,33.72,139.6,PM10,57.53,Moderate,101 – 200,3
4/7/2025,Marhatal,137.53,48.84,6.83,36.3,24.86,1.23,7.74,10.85,31.64,NA,125.02,81.4,45.38,61.5,9.68,2.71,31.64,125.02,PM10,51.05,Moderate,101 – 200,3
4/8/2025,Marhatal,142.21,49.88,9.42,34.36,25.76,1.22,10.5,11.97,51.21,NA,128.14,83.13,42.95,61,13.13,2.99,51.21,128.14,PM10,54.65,Moderate,101 – 200,3
4/9/2025,Marhatal,110.08,34.92,3.68,26.24,16.94,0.45,10.22,13.85,68.21,NA,106.72,58.2,32.8,22.5,12.78,3.46,68.21,106.72,PM10,43.52,Moderate,101 – 200,3
4/10/2025,Marhatal,130.42,27,2.99,20.3,13.23,1.19,8.69,13.53,70.66,NA,120.28,45,25.38,59.5,10.86,3.38,70.66,120.28,PM10,47.87,Moderate,101 – 200,3
4/11/2025,Marhatal,153.29,39.25,6.02,29.98,20.84,1.41,9.12,14.14,52.3,NA,135.53,65.42,37.48,70.5,11.4,3.54,52.3,135.53,PM10,53.74,Moderate,101 – 200,3
4/12/2025,Marhatal,126.39,31.63,3.59,26.44,16.99,0.93,9.44,13.21,55.46,NA,117.59,52.72,33.05,46.5,11.8,3.3,55.46,117.59,PM10,45.77,Moderate,101 – 200,3
4/13/2025,Marhatal,128.22,23.26,3.81,24.7,16.24,0.79,8.74,13.24,54.71,NA,118.81,38.77,30.88,39.5,10.93,3.31,54.71,118.81,PM10,42.41,Moderate,101 – 200,3
4/14/2025,Marhatal,96.85,23.6,7.89,28.56,21.6,1.54,9.3,13.28,52.57,NA,96.85,39.33,35.7,77,11.63,3.32,52.57,96.85,PM10,45.2,Satisfactory,51 – 100,2
4/15/2025,Marhatal,99.31,28.55,3.67,24.87,16.21,1.02,11.81,13.21,71.38,NA,99.31,47.58,31.09,51,14.76,3.3,71.38,99.31,PM10,45.49,Satisfactory,51 – 100,2
4/16/2025,Marhatal,104.4,29.75,7.62,28.87,21.55,1.09,11.79,13.04,72.36,NA,102.93,49.58,36.09,54.5,14.74,3.26,72.36,102.93,PM10,47.64,Moderate,101 – 200,3
4/17/2025,Marhatal,114.77,38.66,4.39,31.35,20.25,0.95,13.01,13.75,60.16,NA,109.85,64.43,39.19,47.5,16.26,3.44,60.16,109.85,PM10,48.69,Moderate,101 – 200,3
4/18/2025,Marhatal,116.45,31,4.16,28.65,18.63,1.2,12.31,13.52,46.05,NA,110.97,51.67,35.81,60,15.39,3.38,46.05,110.97,PM10,46.18,Moderate,101 – 200,3
4/19/2025,Marhatal,135.84,33.03,12.48,30.98,26.62,2.02,15.02,12.73,43.86,NA,123.89,55.05,38.73,100.25,18.78,3.18,43.86,123.89,PM10,54.82,Moderate,101 – 200,3
4/20/2025,Marhatal,122.99,26.53,3.97,23.75,15.86,1.18,14.91,12.21,52.99,NA,115.33,44.22,29.69,59,18.64,3.05,52.99,115.33,PM10,46.13,Moderate,101 – 200,3
4/21/2025,Marhatal,131.33,28.16,3.3,25.19,16.09,1.22,13.91,11.78,50.71,NA,120.89,46.93,31.49,61,17.39,2.95,50.71,120.89,PM10,47.34,Moderate,101 – 200,3
4/22/2025,Marhatal,160.58,37.55,15.14,32.01,29.33,2.19,15.47,10.81,45.81,NA,140.39,62.58,40.01,102.38,19.34,2.7,45.81,140.39,PM10,59.03,Moderate,101 – 200,3
4/23/2025,Marhatal,148.34,35.21,10,37.08,27.85,1.64,17.19,10.98,38.06,NA,132.23,58.68,46.35,82,21.49,2.75,38.06,132.23,PM10,54.51,Moderate,101 – 200,3
4/24/2025,Marhatal,143.58,33.49,14.22,34.5,29.91,1.54,18.65,10.69,41.65,NA,129.05,55.82,43.13,77,23.31,2.67,41.65,129.05,PM10,53.23,Moderate,101 – 200,3
4/25/2025,Marhatal,124.35,36.74,5.21,27.54,18.88,0.84,18.23,10.88,43.69,NA,116.23,61.23,34.43,42,22.79,2.72,43.69,116.23,PM10,46.16,Moderate,101 – 200,3
4/26/2025,Marhatal,119.92,27.86,3.56,24.23,15.79,0.87,14.95,11.31,40.36,NA,113.28,46.43,30.29,43.5,18.69,2.83,40.36,113.28,PM10,42.2,Moderate,101 – 200,3
4/27/2025,Marhatal,72.83,25.91,2.99,15.77,10.82,0.84,14.64,12.14,56.71,NA,72.83,43.18,19.71,42,18.3,3.04,56.71,72.83,PM10,36.54,Satisfactory,51 – 100,2
4/28/2025,Marhatal,75.6,22.68,6.11,25.24,18.39,1.41,13.52,12.27,57.1,NA,75.6,37.8,31.55,70.5,16.9,3.07,57.1,75.6,PM10,41.79,Satisfactory,51 – 100,2
5/1/2025,Marhatal,67.81,18.16,2.8,14.88,10.19,0.69,10.97,13.14,59.28,NA,67.81,30.27,18.6,34.5,13.71,3.29,59.28,67.81,PM10,32.49,Satisfactory,51 – 100,2
5/2/2025,Marhatal,75.13,21.9,3.15,20.42,13.43,0.7,9.33,12.12,57.75,NA,75.13,36.5,25.53,35,11.66,3.03,57.75,75.13,PM10,34.94,Satisfactory,51 – 100,2
5/3/2025,Marhatal,91.51,34.21,3.16,17.38,11.82,0.52,4.93,14.05,37.51,NA,91.51,57.02,21.73,26,6.16,3.51,37.51,91.51,PM10,34.78,Satisfactory,51 – 100,2
5/4/2025,Marhatal,74.86,20.7,3.19,18.38,12.37,0.59,2.84,13.56,36.38,NA,74.86,34.5,22.98,29.5,3.55,3.39,36.38,74.86,PM10,29.31,Satisfactory,51 – 100,2
5/5/2025,Marhatal,78.11,17.84,3.34,20.14,13.42,0.66,5.6,14.69,27.23,NA,78.11,29.73,25.18,33,7,3.67,27.23,78.11,PM10,29.13,Satisfactory,51 – 100,2
5/6/2025,Marhatal,77.35,16.14,3.3,20.1,13.38,0.58,7.8,14.55,34.9,NA,77.35,26.9,25.13,29,9.75,3.64,34.9,77.35,PM10,29.52,Satisfactory,51 – 100,2
5/7/2025,Marhatal,55.33,9.77,3.19,17.29,11.79,0.64,9.07,14.12,44.98,NA,55.33,16.28,21.61,32,11.34,3.53,44.98,55.33,PM10,26.44,Satisfactory,51 – 100,2
5/8/2025,Marhatal,87.92,20.27,5.13,24.49,17.2,1.02,15.93,13.71,38.06,NA,87.92,33.78,30.61,51,19.91,3.43,38.06,87.92,PM10,37.82,Satisfactory,51 – 100,2
5/9/2025,Marhatal,72.73,20.54,3.61,21.44,14.33,0.66,14.39,13.35,30.58,NA,72.73,34.23,26.8,33,17.99,3.34,30.58,72.73,PM10,31.24,Satisfactory,51 – 100,2
5/10/2025,Marhatal,79.8,30.24,2.68,20.35,11.9,0.99,11.46,12.34,40.03,NA,79.8,50.4,25.44,49.5,14.33,3.09,40.03,79.8,PM10,37.51,Satisfactory,51 – 100,2
5/11/2025,Marhatal,79.05,19.71,0.88,19.28,9.77,1.2,16.68,10.37,39.2,NA,79.05,32.85,24.1,60,20.85,2.59,39.2,79.05,PM10,36.95,Satisfactory,51 – 100,2
5/12/2025,Marhatal,80.1,21.74,2.36,24.31,13.61,1.11,14.53,9.17,47.63,NA,80.1,36.23,30.39,55.5,18.16,2.29,47.63,80.1,PM10,38.62,Satisfactory,51 – 100,2
5/13/2025,Marhatal,100.33,27.04,2.28,31.52,18.61,1.11,11.61,6.24,37.03,NA,100.22,45.07,39.4,55.5,14.51,1.56,37.03,100.22,PM10,41.9,Moderate,101 – 200,3
5/14/2025,Marhatal,101.81,24,3.44,29.81,18.65,1.56,12.57,6.82,40.35,NA,101.21,40,37.26,78,15.71,1.71,40.35,101.21,PM10,44.89,Moderate,101 – 200,3
5/15/2025,Marhatal,87.59,22.46,2.38,26.4,15.95,1.12,13.26,6.44,55.88,NA,87.59,37.43,33,56,16.58,1.61,55.88,87.59,PM10,41.16,Satisfactory,51 – 100,2
5/16/2025,Marhatal,91.94,19.34,2.23,24.33,14.76,1.09,10.02,5.43,49.42,NA,91.94,32.23,30.41,54.5,12.53,1.36,49.42,91.94,PM10,38.91,Satisfactory,51 – 100,2
5/17/2025,Marhatal,102.37,29.95,2.52,26.39,16.05,1.18,11.49,7.02,47.34,NA,101.58,49.92,32.99,59,14.36,1.76,47.34,101.58,PM10,43.85,Moderate,101 – 200,3
5/18/2025,Marhatal,67.74,22.47,2.16,23.63,14.31,1.28,14.45,6.65,65.73,NA,67.74,37.45,29.54,64,18.06,1.66,65.73,67.74,PM10,40.6,Satisfactory,51 – 100,2
5/19/2025,Marhatal,94.56,29.47,1.85,24.81,14.7,1.17,13.9,8.22,64.37,NA,94.56,49.12,31.01,58.5,17.38,2.06,64.37,94.56,PM10,45.28,Satisfactory,51 – 100,2
5/20/2025,Marhatal,84.39,24.4,2.27,28.21,16.86,1.11,17.14,6.75,66.3,NA,84.39,40.67,35.26,55.5,21.43,1.69,66.3,84.39,PM10,43.6,Satisfactory,51 – 100,2
5/21/2025,Marhatal,93.82,32.91,2.02,22.78,13.75,1.04,10.57,5.82,63.41,NA,93.82,54.85,28.48,52,13.21,1.46,63.41,93.82,PM10,43.89,Satisfactory,51 – 100,2
5/23/2025,Marhatal,58.13,17.99,1.89,19.58,11.95,0.96,9.03,5.53,51.69,NA,58.13,29.98,24.48,48,11.29,1.38,51.69,58.13,PM10,32.14,Satisfactory,51 – 100,2
5/25/2025,Marhatal,70.39,35.25,2.13,28.64,16.95,1.24,11.48,9.75,36.02,NA,70.39,58.75,35.8,62,14.35,2.44,36.02,70.39,PM10,39.96,Satisfactory,51 – 100,2
5/26/2025,Marhatal,75.62,33.34,2.32,31.05,18.4,1.1,10.32,8.22,31.53,NA,75.62,55.57,38.81,55,12.9,2.06,31.53,75.62,PM10,38.78,Satisfactory,51 – 100,2
5/27/2025,Marhatal,76.14,29.94,2.18,30.73,18.07,1.15,12.19,7.29,35.03,NA,76.14,49.9,38.41,57.5,15.24,1.82,35.03,76.14,PM10,39.15,Satisfactory,51 – 100,2
5/28/2025,Marhatal,69.9,29.07,3,27.43,17.01,1.13,13.22,11.22,44,NA,69.9,48.45,34.29,56.5,16.53,2.81,44,69.9,PM10,38.92,Satisfactory,51 – 100,2
5/29/2025,Marhatal,85.78,20.81,3.46,28.5,17.98,1.17,11.68,10.71,50.99,NA,85.78,34.68,35.63,58.5,14.6,2.68,50.99,85.78,PM10,40.41,Satisfactory,51 – 100,2
5/30/2025,Marhatal,88.5,29.04,3.83,26.3,17.24,1.02,11.4,8.31,47.26,NA,88.5,48.4,32.88,51,14.25,2.08,47.26,88.5,PM10,40.62,Satisfactory,51 – 100,2
5/31/2025,Marhatal,118.48,31.48,4.01,25.51,16.82,1.13,20.52,7.68,34.64,NA,112.32,52.47,31.89,56.5,25.65,1.92,34.64,112.32,PM10,45.05,Moderate,101 – 200,3
6/1/2025,Marhatal,121.52,28.74,3.81,19.23,13.33,1.27,14.84,5.1,37.12,NA,114.35,47.9,24.04,63.5,18.55,1.28,37.12,114.35,PM10,43.82,Moderate,101 – 200,3
6/2/2025,Marhatal,93.79,26.07,3.24,20.39,13.48,1.34,11.83,4.56,40.4,NA,93.79,43.45,25.49,67,14.79,1.14,40.4,93.79,PM10,40.87,Satisfactory,51 – 100,2
6/3/2025,Marhatal,82.26,20.61,4.18,21.94,15.06,1.35,12.19,5.56,29.41,NA,82.26,34.35,27.43,67.5,15.24,1.39,29.41,82.26,PM10,36.8,Satisfactory,51 – 100,2
6/4/2025,Marhatal,92.84,27.89,3.67,23.23,15.34,1.17,12.52,6.17,45.07,NA,92.84,46.48,29.04,58.5,15.65,1.54,45.07,92.84,PM10,41.3,Satisfactory,51 – 100,2
6/5/2025,Marhatal,122.48,33.82,3.66,27.54,17.62,1.2,9.42,5.09,45.28,NA,114.99,56.37,34.43,60,11.78,1.27,45.28,114.99,PM10,46.3,Moderate,101 – 200,3
6/6/2025,Marhatal,146.55,43.19,4.6,28.3,18.79,1.44,9.97,4.5,51.02,NA,131.03,71.98,35.38,72,12.46,1.13,51.02,131.03,PM10,53.57,Moderate,101 – 200,3
